Location,Date,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Fully_Vacced_Percent
VA2,08-10-2021,5454808,5454649,5452614,2871419,0.0
DC,08-10-2021,916220,916139,888903,175001,55.7
MS,08-10-2021,2233752,2233573,2147351,724399,35.2
VA,08-10-2021,9840484,9809777,9155223,2316359,55.2
CO,08-10-2021,6568177,6548328,6125089,1442440,55.1
NH,08-10-2021,1610929,1610306,1515707,438153,58.8
BP2,08-10-2021,204752,204751,204751,6517,0.0
VI,08-10-2021,87689,87607,84434,25390,36.8
OR,08-10-2021,4800647,4786661,4506407,1266957,56.5
NV,08-10-2021,3041339,3041295,2880452,786846,45.3
TN,08-10-2021,5901513,5900795,5665408,1834742,39.7
GU,08-10-2021,204353,204333,186256,29815,60.1
OH,08-10-2021,11236441,11236155,10686870,3412064,47.0
NY,08-10-2021,23364582,23362628,22112928,5519991,57.9
AS,08-10-2021,53169,53158,47293,5176,43.7
AR,08-10-2021,2558554,2553465,2426205,778931,37.7
PA,08-10-2021,14812827,14808291,14039585,4467034,53.1
WV,08-10-2021,1492505,1491588,1425127,536530,39.2
IL,08-10-2021,13900001,13859482,12955483,3402951,49.2
IH2,08-10-2021,1510653,1510118,1404649,279242,33.0
IN,08-10-2021,6170138,6169758,5852435,1839312,44.8
IA,08-10-2021,3188586,3188545,3020501,969674,50.1
TX,08-09-2021,28098028,28092519,26229972,6099116,44.6
CO,08-09-2021,6560654,6540810,6119360,1441791,55.0
MA,08-09-2021,9228913,9200451,8605563,2092807,64.4
IL,08-09-2021,13883544,13843039,12942979,3402002,49.2
HI,08-09-2021,1732559,1727971,1631529,488715,53.9
NH,08-09-2021,1608848,1608226,1514064,437969,58.7
MS,08-09-2021,2233714,2233535,2147313,724399,35.2
TN,08-09-2021,5891179,5890461,5657352,1834064,39.6
DD2,08-09-2021,4553914,4553735,4347700,345558,0.0
DE,08-09-2021,1106367,1106173,1042233,340015,53.3
SC,08-09-2021,4508642,4500806,4317632,1519433,41.2
NY,08-09-2021,23323044,23321097,22080579,5516613,57.8
NE,08-09-2021,1975183,1974880,1857623,555114,50.1
US,08-09-2021,351933175,351580759,331539675,92826004,50.2
MO,08-09-2021,5599239,5598886,5322282,1686063,42.2
PA,08-09-2021,14800866,14796330,14029923,4466194,53.1
ID,08-09-2021,1392998,0,1392271,464232,37.8
MN,08-09-2021,6162496,6143121,5755472,1605149,54.3
LTC,08-09-2021,7910418,0,0,0,0.0
UT,08-09-2021,3056351,3055686,2822332,625473,45.4
AR,08-09-2021,2553412,2548329,2422031,778581,37.7
NC,08-09-2021,9904636,9890693,9362155,2848545,44.3
GU,08-09-2021,204309,204289,186224,29812,60.1
NJ,08-09-2021,10535188,10534457,9869094,2457097,59.1
MP,08-09-2021,62743,62743,56128,5511,53.1
MH,08-09-2021,36827,36798,36731,2145,30.3
RP,08-09-2021,26798,26798,25866,3132,76.2
AS,08-09-2021,52933,52922,47184,5171,43.5
DC,08-09-2021,915400,915319,888245,174964,55.7
OK,08-09-2021,3532737,3532522,3366713,1025676,40.8
OH,08-09-2021,11226052,11225766,10678794,3411330,47.0
KY,08-09-2021,4288527,4287437,4078881,1216744,46.3
WY,08-09-2021,452173,452147,434862,148216,37.0
IN,08-09-2021,6164430,6164050,5848208,1838988,44.7
BP2,08-09-2021,204319,204318,204318,6511,0.0
OR,08-09-2021,4797587,4783601,4503813,1266729,56.5
KS,08-09-2021,2758088,2757963,2605650,805102,45.9
MD,08-09-2021,7311649,7311223,6810427,1692369,59.5
VA2,08-09-2021,5454785,5454626,5452591,2871415,0.0
AK,08-09-2021,704160,702084,659073,143585,45.9
MI,08-09-2021,9893319,9892926,9376171,2883789,49.2
WI,08-09-2021,6240656,6240255,5909189,1861860,52.3
VA,08-09-2021,9828624,9797921,9145782,2315688,55.2
VI,08-09-2021,87155,87073,83942,25307,36.6
CA,08-09-2021,45960162,45832403,42809155,10092444,53.7
RI,08-09-2021,1346164,1346050,1265534,349454,62.2
ME,08-09-2021,1684373,1684270,1590099,513524,64.2
IA,08-09-2021,3175314,3175276,3010297,968833,50.0
AL,08-09-2021,3712533,3712195,3580536,1232888,34.9
NM,08-09-2021,2526558,2526278,2359661,668077,57.9
NV,08-09-2021,3035768,3035724,2876126,786557,45.2
FL,08-09-2021,23184671,23176234,22150544,8090453,49.7
PR,08-09-2021,4029615,4028234,3748341,1054744,60.7
IH2,08-09-2021,1510412,1509877,1404460,279228,33.0
ND,08-09-2021,671325,670286,642804,195633,40.4
AZ,08-09-2021,7225116,7224231,6805721,2158235,45.9
WA,08-09-2021,9125386,9124512,8561400,2156280,58.3
FM,08-09-2021,57464,57450,57419,4634,29.0
GA,08-09-2021,9081740,9079660,8637418,2433505,39.1
MT,08-09-2021,984354,984204,940112,328189,44.7
WV,08-09-2021,1491941,1491024,1424666,536393,39.2
CT,08-09-2021,4650879,4649225,4331899,1174668,63.9
LA,08-09-2021,3796705,3796461,3648734,1193820,37.6
VT,08-09-2021,879159,878957,824831,256701,68.0
SD,08-09-2021,862788,862759,819332,264315,47.4
VT,08-08-2021,878409,878215,824245,256597,67.9
IH2,08-08-2021,1510248,1509713,1404381,279223,33.0
CO,08-08-2021,6555288,6535444,6115136,1441509,55.0
NE,08-08-2021,1967622,1967320,1852038,554614,49.9
GA,08-08-2021,9081621,9079541,8637325,2433504,39.1
PA,08-08-2021,14783069,14778533,14015570,4464820,53.1
FL,08-08-2021,23116303,23107868,22094277,8085169,49.6
OR,08-08-2021,4792126,4778140,4499249,1266278,56.4
RP,08-08-2021,26798,26798,25866,3132,76.2
ID,08-08-2021,1391212,0,1390485,464082,37.7
PR,08-08-2021,4024226,4022846,3743915,1054156,60.6
VA2,08-08-2021,5454598,5454439,5452441,2871380,0.0
IL,08-08-2021,13845631,13805144,12910318,3395234,49.1
DC,08-08-2021,914497,914416,887515,174899,55.7
VI,08-08-2021,87134,87052,83921,25302,36.6
FM,08-08-2021,57098,57084,57053,4617,28.8
NH,08-08-2021,1605844,1605222,1511711,437706,58.6
MN,08-08-2021,6155624,6136249,5749989,1604809,54.2
MO,08-08-2021,5585416,5585064,5310684,1684510,42.1
BP2,08-08-2021,204318,204317,204317,6511,0.0
OK,08-08-2021,3531766,3531551,3365960,1025645,40.8
TN,08-08-2021,5876793,5876076,5645713,1832894,39.6
NV,08-08-2021,3026079,3026035,2868677,785988,45.1
KY,08-08-2021,4279773,4278683,4071830,1216164,46.2
DE,08-08-2021,1104715,1104522,1040863,339900,53.3
WV,08-08-2021,1491865,1490948,1424608,536388,39.2
GU,08-08-2021,204306,204286,186221,29812,60.1
CT,08-08-2021,4644569,4642915,4326840,1174345,63.9
AS,08-08-2021,52933,52922,47184,5171,43.5
HI,08-08-2021,1731970,1727382,1631028,488673,53.9
NY,08-08-2021,23298810,23296869,22061298,5515246,57.8
TX,08-08-2021,28037931,28032434,26184734,6096589,44.5
AR,08-08-2021,2546791,2541708,2416379,778094,37.6
CA,08-08-2021,45890960,45763217,42755666,10088775,53.6
MH,08-08-2021,36827,36798,36731,2145,30.3
MI,08-08-2021,9893303,9892910,9376155,2883789,49.2
NM,08-08-2021,2523376,2523098,2357311,667891,57.8
AL,08-08-2021,3699583,3699247,3569840,1231969,34.8
NC,08-08-2021,9890927,9876984,9351254,2847708,44.3
WI,08-08-2021,6233612,6233212,5903488,1861475,52.2
IN,08-08-2021,6154737,6154358,5840898,1838420,44.7
AZ,08-08-2021,7209235,7208352,6793433,2157234,45.8
OH,08-08-2021,11214315,11214029,10669500,3410251,46.9
US,08-08-2021,351400930,351048592,331113825,92787674,50.1
AK,08-08-2021,704155,702080,659069,143585,45.9
VA,08-08-2021,9828557,9797854,9145723,2315685,55.2
SC,08-08-2021,4496872,4489037,4307896,1518635,41.1
WY,08-08-2021,452145,452119,434836,148215,37.0
UT,08-08-2021,3056335,3055670,2822316,625473,45.4
SD,08-08-2021,862677,862648,819245,264310,47.4
ND,08-08-2021,671045,670006,642574,195619,40.4
WA,08-08-2021,9112639,9111765,8550788,2155538,58.3
IA,08-08-2021,3175312,3175274,3010296,968833,50.0
MD,08-08-2021,7304903,7304477,6805029,1692012,59.5
LA,08-08-2021,3783465,3783221,3637918,1193044,37.6
MP,08-08-2021,62743,62743,56128,5511,53.1
NJ,08-08-2021,10522285,10521554,9858751,2456305,59.0
DD2,08-08-2021,4544785,4544607,4340253,345178,0.0
LTC,08-08-2021,7910362,0,0,0,0.0
ME,08-08-2021,1684357,1684254,1590084,513524,64.2
RI,08-08-2021,1344564,1344450,1264215,349352,62.1
MT,08-08-2021,984347,984197,940105,328189,44.7
MS,08-08-2021,2233670,2233491,2147269,724399,35.2
MA,08-08-2021,9220250,9191788,8598756,2092316,64.4
KS,08-08-2021,2753365,2753241,2601946,804817,45.8
IN,08-07-2021,6143041,6142662,5831507,1837407,44.6
FM,08-07-2021,57098,57084,57053,4617,28.8
TX,08-07-2021,27952207,27946727,26118869,6092092,44.4
KS,08-07-2021,2746017,2745893,2596344,804186,45.7
WA,08-07-2021,9096256,9095382,8537260,2154213,58.2
AR,08-07-2021,2533503,2528426,2405786,776958,37.4
CO,08-07-2021,6544585,6524743,6106535,1440919,54.9
RP,08-07-2021,26674,26674,25822,3129,76.1
MT,08-07-2021,982678,982528,938757,327974,44.6
DD2,08-07-2021,4528189,4528012,4326252,344609,0.0
ME,08-07-2021,1684133,1684030,1589880,513505,64.2
DE,08-07-2021,1102644,1102451,1039148,339688,53.2
BP2,08-07-2021,204318,204317,204317,6511,0.0
MD,08-07-2021,7293516,7293090,6795945,1691271,59.4
SC,08-07-2021,4482515,4474680,4295958,1517442,41.0
LTC,08-07-2021,7909322,0,0,0,0.0
DC,08-07-2021,911692,911611,884909,174752,55.5
ND,08-07-2021,669607,668568,641465,195525,40.4
VA,08-07-2021,9792373,9761706,9116678,2312243,55.0
ID,08-07-2021,1388567,0,1387844,463731,37.7
NE,08-07-2021,1967513,1967211,1851961,554612,49.9
WV,08-07-2021,1491666,1490749,1424447,536357,39.2
GU,08-07-2021,204302,204282,186219,29812,60.1
IA,08-07-2021,3175308,3175270,3010292,968833,50.0
NJ,08-07-2021,10503399,10502671,9843581,2454852,59.0
US,08-07-2021,350627188,350275082,330493382,92722703,50.1
KY,08-07-2021,4278265,4277175,4070611,1216073,46.2
IH2,08-07-2021,1507521,1506987,1402589,279088,33.0
NC,08-07-2021,9866778,9852836,9331978,2846076,44.2
FL,08-07-2021,23040800,23032374,22032441,8077159,49.5
AS,08-07-2021,52933,52922,47184,5171,43.5
GA,08-07-2021,9081249,9079169,8637015,2433490,39.1
MO,08-07-2021,5567096,5566744,5295349,1682501,42.0
MH,08-07-2021,36827,36798,36731,2145,30.3
RI,08-07-2021,1342273,1342161,1262279,349157,62.0
WY,08-07-2021,451995,451969,434717,148205,37.0
PA,08-07-2021,14753470,14748945,13991262,4461131,53.0
WI,08-07-2021,6222755,6222356,5894977,1860535,52.2
CT,08-07-2021,4636874,4635221,4320770,1173789,63.8
IL,08-07-2021,13818242,13777768,12888467,3392144,49.0
OR,08-07-2021,4784150,4770166,4492548,1265425,56.4
NM,08-07-2021,2517300,2517025,2352936,667418,57.7
MI,08-07-2021,9880185,9879795,9365411,2882449,49.2
VT,08-07-2021,877608,877418,823590,256472,67.9
AL,08-07-2021,3699467,3699131,3569730,1231961,34.8
MN,08-07-2021,6144370,6124999,5741377,1603890,54.2
AZ,08-07-2021,7196555,7195674,6783460,2156062,45.7
LA,08-07-2021,3760684,3760440,3619194,1191382,37.4
HI,08-07-2021,1729858,1725271,1629485,488532,53.9
MA,08-07-2021,9210344,9181882,8591011,2091615,64.3
AK,08-07-2021,703975,701900,658910,143577,45.9
PR,08-07-2021,4014073,4012705,3735685,1052861,60.5
TN,08-07-2021,5858066,5857353,5630028,1830780,39.5
VI,08-07-2021,87121,87039,83910,25299,36.6
NH,08-07-2021,1604166,1603544,1510379,437582,58.6
CA,08-07-2021,45772034,45644374,42661563,10080185,53.5
NY,08-07-2021,23244086,23242149,22017279,5511478,57.7
OK,08-07-2021,3528949,3528734,3363785,1025519,40.8
NV,08-07-2021,3018890,3018846,2863145,785475,45.0
SD,08-07-2021,862084,862055,818821,264282,47.4
MP,08-07-2021,62743,62743,56128,5511,53.1
MS,08-07-2021,2221519,2221344,2137177,723160,35.1
VA2,08-07-2021,5454021,5453862,5451864,2871367,0.0
UT,08-07-2021,3056260,3055595,2822252,625471,45.4
OH,08-07-2021,11194989,11194707,10653715,3408066,46.9
OK,08-06-2021,3515646,3515434,3353478,1024468,40.7
DE,08-06-2021,1100549,1100356,1037487,339456,53.1
MD,08-06-2021,7280478,7280059,6785493,1690218,59.3
OH,08-06-2021,11177061,11176780,10639022,3405787,46.8
MN,08-06-2021,6132262,6112895,5732119,1602783,54.1
AK,08-06-2021,702821,700746,658064,143489,45.8
LTC,08-06-2021,7908225,0,0,0,0.0
AS,08-06-2021,52933,52922,47184,5171,43.5
LA,08-06-2021,3739351,3739113,3601355,1189606,37.3
RI,08-06-2021,1340258,1340146,1260699,348986,62.0
ME,08-06-2021,1681834,1681731,1588012,513239,64.2
MO,08-06-2021,5551708,5551357,5282578,1680921,41.9
FM,08-06-2021,57098,57084,57053,4617,28.8
BP2,08-06-2021,203635,203634,203634,6503,0.0
NV,08-06-2021,3010544,3010500,2856772,784869,44.9
ID,08-06-2021,1386130,0,1385415,463379,37.6
UT,08-06-2021,3030125,3029482,2803374,624220,45.1
CT,08-06-2021,4629077,4627426,4314605,1173218,63.7
NE,08-06-2021,1963235,1962934,1848931,554241,49.9
AR,08-06-2021,2520966,2515896,2395775,775597,37.3
WV,08-06-2021,1490650,1489734,1423635,536179,39.1
SD,08-06-2021,860188,860159,817411,264140,47.3
US,08-06-2021,349787479,349435613,329822374,92644708,50.0
DD2,08-06-2021,4516970,4516796,4316730,344156,0.0
AZ,08-06-2021,7182354,7181479,6771978,2154661,45.6
NH,08-06-2021,1601825,1601203,1508516,437379,58.5
VA,08-06-2021,9774660,9744006,9102642,2310682,54.9
IA,08-06-2021,3169029,3168992,3005319,968333,49.9
WI,08-06-2021,6210861,6210462,5885643,1859365,52.1
VT,08-06-2021,876797,876609,822946,256352,67.8
IH2,08-06-2021,1504848,1504316,1400833,278973,32.9
NC,08-06-2021,9832754,9818819,9303938,2843062,44.1
MH,08-06-2021,36520,36491,36425,2134,30.0
CA,08-06-2021,45677059,45549427,42586758,10073103,53.4
MS,08-06-2021,2188644,2188482,2111629,719677,34.8
PR,08-06-2021,4014026,4012658,3735638,1052846,60.5
TN,08-06-2021,5839810,5839099,5614659,1828349,39.4
CO,08-06-2021,6532588,6512754,6097219,1440014,54.8
DC,08-06-2021,909047,908966,882441,173669,55.3
NM,08-06-2021,2512127,2511860,2349307,666963,57.6
ND,08-06-2021,668194,667155,640420,195424,40.3
SC,08-06-2021,4470251,4462416,4285910,1516226,41.0
WY,08-06-2021,451872,451846,434610,148187,37.0
GA,08-06-2021,9080611,9078531,8636411,2433437,39.1
MA,08-06-2021,9199585,9171125,8582600,2090846,64.3
WA,08-06-2021,9080850,9079977,8524776,2152846,58.1
OR,08-06-2021,4777107,4763125,4486702,1264499,56.3
HI,08-06-2021,1727517,1722930,1627613,488337,53.8
NJ,08-06-2021,10483346,10482623,9827719,2453227,58.9
MP,08-06-2021,62518,62518,55989,5505,52.9
AL,08-06-2021,3681013,3680678,3554045,1230177,34.7
KY,08-06-2021,4256600,4255512,4053219,1214065,46.0
PA,08-06-2021,14722968,14718458,13965957,4456927,52.9
MT,08-06-2021,979133,978984,935994,327446,44.5
VI,08-06-2021,86661,86579,83487,25233,36.4
IL,08-06-2021,13791502,13751048,12867586,3389416,49.0
NY,08-06-2021,23200649,23198724,21981494,5507328,57.6
RP,08-06-2021,26674,26674,25822,3129,76.1
VA2,08-06-2021,5449204,5449045,5447084,2870082,0.0
KS,08-06-2021,2738798,2738674,2590901,803543,45.6
GU,08-06-2021,203753,203733,185796,29790,59.9
FL,08-06-2021,22962065,22953651,21967435,8068541,49.4
TX,08-06-2021,27862096,27856634,26049720,6086012,44.3
MI,08-06-2021,9867777,9867390,9355293,2880859,49.1
IN,08-06-2021,6131844,6131468,5822274,1836274,44.5
IL,08-05-2021,13765464,13725029,12847516,3386991,48.9
NC,08-05-2021,9813347,9799418,9288383,2841510,44.0
GA,08-05-2021,9080138,9078058,8635973,2433396,39.0
NH,08-05-2021,1600618,1599996,1507533,437261,58.5
MN,08-05-2021,6120621,6101260,5723256,1601752,54.0
KS,08-05-2021,2731344,2731220,2585112,802895,45.5
TX,08-05-2021,27779346,27773900,25986357,6080760,44.3
AZ,08-05-2021,7160555,7159681,6753143,2152490,45.5
MS,08-05-2021,2188525,2188363,2111531,719657,34.8
NE,08-05-2021,1963126,1962825,1848842,554230,49.9
NM,08-05-2021,2507037,2506773,2345940,666560,57.5
PA,08-05-2021,14692536,14688113,13941430,4452656,52.8
ND,08-05-2021,666987,665951,639517,195319,40.3
CO,08-05-2021,6520732,6500903,6087919,1439029,54.7
HI,08-05-2021,1725776,1721190,1626240,488194,53.7
AR,08-05-2021,2509004,2503942,2386196,774405,37.2
CT,08-05-2021,4620673,4619023,4307995,1172547,63.6
CA,08-05-2021,45571605,45444048,42502627,10064289,53.3
US,08-05-2021,348966419,348614881,329160176,92567709,49.9
BP2,08-05-2021,202436,202435,202435,6482,0.0
MI,08-05-2021,9853367,9852984,9343559,2879172,49.1
PR,08-05-2021,3997166,3995812,3722434,1051008,60.2
KY,08-05-2021,4244750,4243662,4043926,1212886,46.0
WY,08-05-2021,447885,447859,431370,147801,36.7
NJ,08-05-2021,10462507,10461788,9810974,2451538,58.8
OR,08-05-2021,4770100,4756120,4480889,1263561,56.2
WA,08-05-2021,9064720,9063851,8511939,2151531,58.0
UT,08-05-2021,3030004,3029361,2803269,624212,45.1
RP,08-05-2021,26674,26674,25822,3129,76.1
MA,08-05-2021,9188927,9160467,8574288,2090105,64.2
WV,08-05-2021,1489669,1488754,1422862,536052,39.1
DE,08-05-2021,1098339,1098146,1035676,339252,53.1
RI,08-05-2021,1337970,1337858,1258833,348782,61.9
IA,08-05-2021,3163613,3163576,3001107,967826,49.9
MD,08-05-2021,7267577,7267159,6775308,1689217,59.2
IH2,08-05-2021,1501925,1501397,1398918,278821,32.9
ME,08-05-2021,1679689,1679587,1586230,513001,64.1
OH,08-05-2021,11158070,11157792,10623346,3403275,46.7
VI,08-05-2021,86219,86137,83085,25140,36.3
LTC,08-05-2021,7907360,0,0,0,0.0
AS,08-05-2021,52559,52548,47024,5166,43.2
VA,08-05-2021,9756661,9726024,9088449,2309082,54.8
LA,08-05-2021,3698963,3698731,3567860,1186334,37.2
MH,08-05-2021,36520,36491,36425,2134,30.0
MO,08-05-2021,5535752,5535402,5269355,1679263,41.8
DC,08-05-2021,906650,906569,880178,173405,55.1
TN,08-05-2021,5822662,5821956,5600337,1826004,39.4
VT,08-05-2021,875922,875740,822190,256183,67.7
AL,08-05-2021,3651071,3650743,3529189,1227130,34.6
FL,08-05-2021,22883216,22874807,21900733,8059680,49.3
VA2,08-05-2021,5444688,5444529,5442582,2868881,0.0
GU,08-05-2021,203698,203678,185743,29787,59.8
WI,08-05-2021,6200069,6199674,5877220,1858305,52.0
ID,08-05-2021,1383514,0,1382810,462991,37.6
DD2,08-05-2021,4505319,4505145,4306615,343619,0.0
FM,08-05-2021,56552,56539,56508,4583,28.6
NY,08-05-2021,23142420,23140500,21933170,5502082,57.5
OK,08-05-2021,3505038,3504828,3345163,1023528,40.6
MT,08-05-2021,978918,978769,935850,327433,44.5
SD,08-05-2021,857799,857771,815560,263784,47.2
SC,08-05-2021,4458668,4450833,4276160,1515149,40.9
AK,08-05-2021,701729,699654,657232,143386,45.8
IN,08-05-2021,6120501,6120128,5813185,1835145,44.5
NV,08-05-2021,3001625,3001581,2849934,784183,44.8
MP,08-05-2021,62273,62273,55848,5499,52.6
FL,08-04-2021,22806443,22798048,21836886,8051591,49.2
NE,08-04-2021,1954156,1953859,1842534,553455,49.7
RI,08-04-2021,1335521,1335409,1256885,348542,61.7
HI,08-04-2021,1723982,1719396,1624773,488054,53.7
SC,08-04-2021,4446983,4439150,4266433,1514036,40.8
TX,08-04-2021,27700931,27695500,25925301,6075389,44.2
AR,08-04-2021,2497552,2492497,2376942,773387,37.0
CT,08-04-2021,4612302,4610655,4301382,1171841,63.5
NC,08-04-2021,9794429,9780503,9273161,2839975,44.0
VA2,08-04-2021,5440303,5440144,5438221,2867666,0.0
WY,08-04-2021,447749,447723,431251,147792,36.7
WI,08-04-2021,6189517,6189124,5869183,1857295,51.9
DE,08-04-2021,1096340,1096147,1034011,338985,53.0
OH,08-04-2021,11140551,11140274,10609022,3400940,46.7
MH,08-04-2021,36520,36491,36425,2134,30.0
CA,08-04-2021,45467015,45339491,42418555,10053841,53.2
IN,08-04-2021,6108426,6108054,5803816,1834012,44.4
ID,08-04-2021,1380947,0,1380251,462604,37.5
FM,08-04-2021,56435,56422,56391,4574,28.5
UT,08-04-2021,3029907,3029264,2803182,624204,45.1
TN,08-04-2021,5805067,5804364,5585765,1823564,39.3
AK,08-04-2021,700531,698456,656285,143279,45.7
BP2,08-04-2021,201551,201550,201550,6476,0.0
MS,08-04-2021,2188235,2188073,2111266,719639,34.8
NM,08-04-2021,2502898,2502637,2342911,666104,57.5
AS,08-04-2021,52559,52548,47024,5166,43.2
CO,08-04-2021,6509188,6489365,6078844,1438065,54.7
IA,08-04-2021,3157898,3157862,2996757,967324,49.8
IH2,08-04-2021,1499373,1498845,1397297,278691,32.8
NV,08-04-2021,2994091,2994047,2844147,783571,44.7
MA,08-04-2021,9177481,9149028,8565334,2089292,64.1
NY,08-04-2021,23091118,23089205,21890544,5496986,57.4
ME,08-04-2021,1677415,1677313,1584408,512780,64.0
GA,08-04-2021,8942802,8940786,8525622,2422430,38.7
VI,08-04-2021,85839,85757,82747,25069,36.2
PR,08-04-2021,3990725,3989374,3717254,1050140,60.1
AL,08-04-2021,3646234,3645906,3525172,1226750,34.6
OR,08-04-2021,4762995,4749017,4474944,1262650,56.2
GU,08-04-2021,203414,203394,185527,29767,59.7
NJ,08-04-2021,10443839,10443127,9796070,2450188,58.7
DC,08-04-2021,905336,905256,879036,173267,55.0
KY,08-04-2021,4234268,4233180,4035478,1211788,45.9
MN,08-04-2021,6110306,6090949,5715375,1600744,54.0
AZ,08-04-2021,7146081,7145211,6742043,2151097,45.5
MI,08-04-2021,9840190,9839810,9333026,2877583,49.0
LA,08-04-2021,3698745,3698513,3567646,1186299,37.2
NH,08-04-2021,1599189,1598567,1506403,437147,58.5
MD,08-04-2021,7250347,7249931,6761563,1687875,59.1
PA,08-04-2021,14662319,14657915,13916377,4448240,52.7
VA,08-04-2021,9738560,9707941,9074024,2307539,54.8
MP,08-04-2021,62095,62095,55747,5493,52.5
MO,08-04-2021,5518017,5517668,5254678,1677423,41.6
RP,08-04-2021,26674,26674,25822,3129,76.1
KS,08-04-2021,2724194,2724070,2579682,802284,45.5
DD2,08-04-2021,4492370,4492198,4295565,343018,0.0
WA,08-04-2021,9048440,9047575,8498846,2150143,57.9
MT,08-04-2021,977293,977146,934558,327202,44.4
US,08-04-2021,348102478,347751195,328466838,92486369,49.8
WV,08-04-2021,1488957,1488042,1422352,535965,39.1
LTC,08-04-2021,7906639,0,0,0,0.0
IL,08-04-2021,13737959,13697530,12825988,3384332,48.8
ND,08-04-2021,665764,664729,638639,195257,40.2
SD,08-04-2021,855676,855648,814030,263638,47.1
OK,08-04-2021,3494346,3494136,3336807,1022668,40.5
VT,08-04-2021,875208,875028,821606,256069,67.7
MI,08-03-2021,9828892,9828513,9324006,2876277,49.0
PA,08-03-2021,14634689,14630313,13893703,4444456,52.6
DE,08-03-2021,1095045,1094852,1032960,338842,52.9
ME,08-03-2021,1676069,1675967,1583341,512589,64.0
RI,08-03-2021,1334034,1333925,1255647,348374,61.7
MT,08-03-2021,976173,976027,933652,327009,44.4
SC,08-03-2021,4439085,4431253,4259877,1513430,40.8
MH,08-03-2021,36161,36132,36069,2101,29.6
MN,08-03-2021,6102310,6082956,5709218,1599519,53.9
DC,08-03-2021,904544,904464,878345,173191,55.0
LTC,08-03-2021,7905584,0,0,0,0.0
FL,08-03-2021,22748539,22740150,21788415,8045487,49.1
OR,08-03-2021,4757884,4743908,4470812,1261990,56.1
ID,08-03-2021,1379069,0,1378377,462304,37.5
MS,08-03-2021,2150390,2150242,2080868,716313,34.5
